"Uniprot","Full.Uniprot","Description","Accession","R1.X127_N.126","R2X127_N.126","R1.X127_C.126","R1.X128_N.126","R2X127_C.126","R2X128_N.126","R1.X128_C.126","R1.X129_N.126","R2X128_C.126","R2X129_N.126","R1.X129_C.126","R1.X130_N.126","R2X129_C.126","R2X130_N.126","R1.X130_C.126","R1.X131.126","R2X130_C.126","R2X131.126"
"Q60E58","tr|Q60E58|Q60E58_ORYSJ","Os05g0388600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0388600 PE=2 SV=1",115463661,0.897,0.904,1.002,0.882,0.973,0.934,0.856,0.812,0.839,0.835,0.936,0.955,0.954,0.812,0.904,0.844,0.98,0.866
"Q0DIG5","tr|Q0DIG5|Q0DIG5_ORYSJ","Os05g0391500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0391500 PE=4 SV=1",115463689,0.965,0.979,1.01,1.069,1.149,1.02,0.966,0.937,1.039,1.015,1.044,1.021,1.063,1.033,1.031,0.944,1.095,1
"Q75HW4","tr|Q75HW4|Q75HW4_ORYSJ","Os05g0395000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0395000 PE=2 SV=1",115463723,1.04,1.021,0.995,0.97,0.995,1.003,1.007,0.967,1.021,1.047,0.957,0.99,0.928,0.923,0.984,0.917,0.972,0.995
"Q0DIC9","tr|Q0DIC9|Q0DIC9_ORYSJ","Os05g0400400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0400400 PE=2 SV=1",115463761,0.957,0.87,1.079,1.034,0.994,0.936,1.009,0.944,1.026,0.873,1.021,0.962,0.982,0.866,1.114,0.941,1.044,0.878
"Q6AVA8","sp|Q6AVA8|PPDK1_ORYSJ","Pyruvate, phosphate dikinase 1, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=PPDK1 PE=1 SV=1",115463815,0.872,0.932,0.981,1.004,0.983,0.95,0.85,0.827,0.843,0.755,0.98,0.928,0.989,0.761,0.983,0.929,1.001,0.921
"Q6I5U8","tr|Q6I5U8|Q6I5U8_ORYSJ","Os05g0432400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0432400 PE=2 SV=1",115464063,0.969,1.003,1.006,0.986,0.949,0.941,1.026,0.953,0.988,1.02,0.972,0.876,0.925,0.884,1.02,0.933,0.982,0.994
"Q60EM2","tr|Q60EM2|Q60EM2_ORYSJ","Os05g0455700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0455700 PE=2 SV=1",115464251,0.954,0.907,0.942,0.998,0.943,0.902,0.965,0.884,0.902,0.922,0.979,0.884,0.987,0.975,0.85,0.905,0.855,0.922
"Q9MAX5","sp|Q9MAX5|COPZ1_ORYSJ","Coatomer subunit zeta-1 OS=Oryza sativa subsp. japonica OX=39947 GN=COPZ1 PE=2 SV=1",115464321,1.018,0.983,1.164,1.157,1.152,0.997,0.993,1.089,1.017,1.043,1.093,0.996,1.064,1.083,1.213,1.233,1.123,0.994
"Q6ATX4","tr|Q6ATX4|Q6ATX4_ORYSJ","Os05g0470800 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0470800 PE=4 SV=1",115464421,1.067,1.011,1.057,1.07,1.013,1.12,1.146,1.185,1.116,1.189,1.058,1.101,1.025,1.066,1.106,1.052,1.096,1.041
"Q6F322","tr|Q6F322|Q6F322_ORYSJ","Os05g0490700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0490700 PE=2 SV=1",115464607,1.003,0.928,1.063,1.097,0.967,0.822,1.035,1.04,0.872,0.735,1.058,1.016,0.83,0.731,1.124,1.026,0.881,0.835
"Q65X66","tr|Q65X66|Q65X66_ORYSJ","Os05g0496200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0496200 PE=4 SV=1",115464675,1.015,0.94,0.863,0.884,0.875,1.107,0.846,0.925,0.877,0.761,0.848,1.011,0.953,0.733,0.808,0.909,0.835,0.913
"Q6L4W7","tr|Q6L4W7|Q6L4W7_ORYSJ","Os05g0509200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0509200 PE=2 SV=1",115464801,1.044,0.948,1.113,1.109,0.983,1.054,1.025,1.079,0.983,1.049,1.109,1.091,0.964,0.959,1.098,1.1,1.064,1.007
"Q75II7","tr|Q75II7|Q75II7_ORYSJ","Os05g0517200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0517200 PE=2 SV=1",115464901,1.024,1.036,0.862,0.921,0.934,1.065,0.86,0.915,1.184,1.155,0.797,0.912,1.025,1.109,0.891,0.964,1.039,1.015
"Q65X08","tr|Q65X08|Q65X08_ORYSJ","Os05g0519400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0519400 PE=2 SV=1",115464927,0.997,1.077,1.072,1,1.058,1.07,1.077,1.054,1.14,1.25,1.018,0.994,1.018,1.099,1.016,0.959,1.086,1.094
"Q5W676","sp|Q5W676|HXK5_ORYSJ","Hexokinase-5 OS=Oryza sativa subsp. japonica OX=39947 GN=HXK5 PE=2 SV=1",115464965,1.019,1.052,0.986,0.971,0.924,0.984,1.022,1.003,0.99,1.047,1.013,1.079,1.053,1.022,1.019,0.992,1.004,1.019
"Q75K68","tr|Q75K68|Q75K68_ORYSJ","Os05g0529400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0529400 PE=2 SV=1",115465045,0.92,0.987,1.049,1.011,1.119,1.079,1.055,1.044,1.084,1.199,1.094,1.019,1.112,1.025,1.123,1.029,1.152,1.067
"Q6L5I5","sp|Q6L5I5|VDAC2_ORYSJ","Mitochondrial outer membrane protein porin 2 OS=Oryza sativa subsp. japonica OX=39947 GN=VDAC2 PE=2 SV=1",115465125,0.983,1.027,0.892,0.922,0.901,0.904,1.005,0.953,0.96,0.838,0.938,0.931,0.925,0.846,0.884,0.852,0.863,0.899
"Q53WK4","sp|Q53WK4|NAP1B_ORYSJ","Nucleosome assembly protein 1;2 OS=Oryza sativa subsp. japonica OX=39947 GN=NAP1;2 PE=2 SV=1",115465151,1.134,0.987,0.901,0.965,0.943,1.034,1.056,1.304,1.083,1.011,0.927,1.066,0.882,1.005,0.941,1.02,0.9,0.968
"Q65X46","tr|Q65X46|Q65X46_ORYSJ","Os05g0543700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0543700 PE=2 SV=1",115465213,1.085,1.046,1.085,1.153,1.115,1.056,0.929,1.018,0.934,1.238,1.076,1.127,1.114,1.046,1.186,1.204,1.221,1.076
"Q6L4H5","tr|Q6L4H5|Q6L4H5_ORYSJ","Os05g0549700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0560C03.1 PE=4 SV=1",115465273,0.988,1.065,1.067,1.087,1.084,1.109,0.991,1.051,0.987,1.202,1.021,0.965,0.957,1.01,1.033,1.08,0.975,1.032
"Q0DG31","tr|Q0DG31|Q0DG31_ORYSJ","Os05g0556100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0556100 PE=3 SV=1",115465357,0.984,1.059,1.069,1.073,0.991,1.062,1.016,0.901,0.984,1.016,0.994,0.978,0.997,1.047,1.062,1.003,1.085,1.019
"Q688W7","tr|Q688W7|Q688W7_ORYSJ","Os05g0566900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0566900 PE=2 SV=1",115465495,0.979,0.999,0.937,0.972,0.937,0.949,1.096,1.14,1.001,1.043,1.001,0.903,0.936,1.005,1.027,0.905,0.993,1.009
"Q6AUN5","tr|Q6AUN5|Q6AUN5_ORYSJ","Os05g0568900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0568900 PE=2 SV=1",115465521,0.913,0.951,0.925,0.925,0.911,1.001,0.999,0.887,1.098,0.867,0.995,0.866,1.035,0.891,0.915,0.924,1,0.972
"Q6AUN4","tr|Q6AUN4|Q6AUN4_ORYSJ","Os05g0569200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0569200 PE=4 SV=1",115465523,1.003,0.971,1.129,1.083,1.003,1.038,0.978,1.01,1.063,1.03,1.061,0.945,0.987,1.068,0.881,0.98,0.961,0.86
"Q6F361","tr|Q6F361|Q6F361_ORYSJ","Malate dehydrogenase OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0574400 PE=2 SV=1",115465579,1.082,1.019,0.832,0.858,1.024,1.032,0.955,1.498,1.051,0.962,0.954,1.117,0.983,1.057,1.011,1.008,1.037,1.121
"Q6L561","tr|Q6L561|Q6L561_ORYSJ","Os05g0589600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0589600 PE=4 SV=1",115465767,1,0.882,1.041,0.999,0.968,0.942,1.026,0.888,1.027,0.963,0.9,0.929,0.905,1.086,0.941,1.049,0.871,0.935
"Q6L4S3","sp|Q6L4S3|HIRL1_ORYSJ","Hypersensitive-induced response protein-like protein 1 OS=Oryza sativa subsp. japonica OX=39947 GN=HIRL1 PE=2 SV=1",115465785,0.867,0.964,0.91,1.012,0.91,0.849,1.154,1.083,0.934,0.958,0.974,0.965,1.023,0.949,0.87,0.971,1.09,1.126
"Q6L4R5","tr|Q6L4R5|Q6L4R5_ORYSJ","V-type proton ATPase subunit C OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0593100 PE=2 SV=1",115465801,1.092,1.038,1.035,0.942,1.028,1.05,1.108,1.013,1.186,0.976,1.028,0.999,1.072,1.145,1.06,0.741,1.06,1.12
"Q5TKF4","tr|Q5TKF4|Q5TKF4_ORYSJ","Nucleoside diphosphate kinase OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0595400 PE=2 SV=1",115465831,1.005,0.997,0.969,0.946,1.022,1.044,1.075,1.027,1.066,1.023,1.006,1.07,1.034,1.017,0.969,0.893,0.949,0.968
"Q0DFD6","tr|Q0DFD6|Q0DFD6_ORYSJ","Os05g0597100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0597100 PE=2 SV=1",115465847,1.002,1.002,1.082,1.1,1.081,1.012,1.033,0.989,0.991,1.102,1.054,0.964,1.008,0.97,1.154,1.11,1.115,0.936
"Q8H631","tr|Q8H631|Q8H631_ORYSJ","Acyl-coenzyme A oxidase OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0103500 PE=2 SV=1",115465886,1.014,1.002,0.928,0.956,0.941,0.951,0.996,0.96,0.962,0.854,0.924,0.941,0.868,0.856,1.018,0.932,1.04,0.974
"Q5VRH2","tr|Q5VRH2|Q5VRH2_ORYSJ","Os06g0103600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0103600 PE=3 SV=1",115465888,1.03,0.994,0.989,1.019,0.964,0.932,0.865,0.857,0.876,0.885,1.009,1.003,1.012,1.037,0.948,1.009,0.883,0.898
"Q9LI00","sp|Q9LI00|6PGD1_ORYSJ","6-phosphogluconate dehydrogenase, decarboxylating 1 OS=Oryza sativa subsp. japonica OX=39947 GN=G6PGH1 PE=2 SV=1",115465974,1.04,1.04,0.974,0.954,0.98,1.025,1.008,1.038,1.005,1.067,0.915,0.992,0.917,0.96,0.997,0.991,0.993,0.978
"Q9LWT2","tr|Q9LWT2|Q9LWT2_ORYSJ","Os06g0114500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0114500 PE=2 SV=1",115466010,0.925,0.921,1.072,1.042,1.051,0.982,0.952,0.931,0.986,1.174,1.078,0.989,0.98,0.971,1.138,0.919,1.054,0.941
"Q9LWS6","tr|Q9LWS6|Q9LWS6_ORYSJ","Os06g0115100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0115100 PE=2 SV=1",115466020,0.781,0.74,1.053,0.977,0.918,0.814,0.874,0.694,0.928,0.79,1.218,0.956,1.102,0.885,1.176,0.802,0.857,0.83
"Q9LWS2","tr|Q9LWS2|Q9LWS2_ORYSJ","60S ribosomal protein L13 OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0115500 PE=2 SV=1",115466028,0.968,1.004,1.044,1.053,0.96,0.964,0.956,0.952,0.984,1.005,0.943,0.941,0.928,0.984,0.977,0.961,0.981,0.986
"Q5VPR2","tr|Q5VPR2|Q5VPR2_ORYSJ","Os06g0119100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0119100 PE=4 SV=1",115466064,1.022,0.995,1.125,1.12,1.286,1.225,0.997,0.959,1.191,1.146,1.003,1.111,1.086,1.06,1.286,1.052,1.235,1.221
"Q5VNT9","tr|Q5VNT9|Q5VNT9_ORYSJ","Os06g0136600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0136600 PE=3 SV=1",115466256,1.114,0.948,0.928,0.803,1.002,0.828,1.046,0.762,0.986,0.677,1.11,1.461,1.118,0.866,0.591,1.098,0.725,0.882
"Q5VQ13","tr|Q5VQ13|Q5VQ13_ORYSJ","ATP-dependent Clp protease proteolytic subunit OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0136800 PE=2 SV=1",115466260,0.903,0.977,0.972,1.039,1.047,1.057,1.056,1.079,1.047,1.181,0.976,0.807,1.159,1.157,1.015,0.848,1.049,0.878
"Q5VPH3","tr|Q5VPH3|Q5VPH3_ORYSJ","Os06g0137600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0548D03.37-1 PE=2 SV=1",115466270,0.982,0.936,0.893,0.914,0.932,0.857,0.874,0.875,0.922,0.892,0.935,0.935,0.967,1.1,0.801,0.981,0.785,0.854
"Q5VSC2","tr|Q5VSC2|Q5VSC2_ORYSJ","MutT/nudix protein-like OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0141100 PE=4 SV=1",115466316,1.072,0.985,1.151,1.177,0.957,0.972,1.076,1.134,0.963,1.031,1.074,1.122,0.964,1.022,1.178,1.12,1.009,1.078
"Q0DEC9","tr|Q0DEC9|Q0DEC9_ORYSJ","Os06g0160600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0160600 PE=4 SV=1",115466562,0.833,1.171,1.059,1.182,1.006,1.174,1.189,1.619,0.918,0.975,0.893,1.006,0.861,1.319,1.669,1.442,1.212,1.139
"Q5VRG3","sp|Q5VRG3|PSA4B_ORYSJ","Proteasome subunit alpha type-4-2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0167600 PE=2 SV=1",115466646,1.041,0.981,1.001,0.992,0.993,1.048,1.038,0.957,1.106,1.079,0.981,1.012,0.961,0.922,1.001,1.007,0.988,0.947
"Q5VRF6","tr|Q5VRF6|Q5VRF6_ORYSJ","Os06g0168500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0168500 PE=3 SV=1",115466652,0.99,0.934,0.963,0.97,1.053,0.951,0.961,0.918,1.004,1.02,0.992,0.968,1.021,0.916,1.045,0.933,0.918,1.03
"P0C5D5","sp|P0C5D5|PRXQ_ORYSJ","Peroxiredoxin Q, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0196300 PE=2 SV=1",115466906,0.993,0.939,1.004,1.005,0.936,1.047,1.157,1.154,1.109,0.972,1.095,1.072,1.049,0.984,1.003,0.932,0.958,0.937
"Q69TX7","tr|Q69TX7|Q69TX7_ORYSJ","Os06g0210200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0210200 PE=4 SV=1",115467028,0.894,0.946,0.836,0.795,1.041,0.985,0.965,0.93,1.196,1.049,0.915,0.957,0.968,1.023,0.748,0.779,0.937,0.975
"Q67WK6","tr|Q67WK6|Q67WK6_ORYSJ","Os06g0227200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0227200 PE=2 SV=1",115467214,1.248,0.813,1.097,1.237,0.629,0.866,1.166,1.594,0.798,1.038,1.083,0.997,0.954,0.714,1.401,1.125,1.196,1.386
"Q67UK9","sp|Q67UK9|DHAR2_ORYSJ","Probable glutathione S-transferase DHAR2, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=DHAR2 PE=2 SV=1",115467258,0.875,0.926,0.943,0.902,0.939,0.996,0.941,0.879,0.956,0.937,0.994,0.904,0.983,0.831,0.907,0.853,0.885,0.848
"Q67VC7","tr|Q67VC7|Q67VC7_ORYSJ","Os06g0237300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0237300 PE=4 SV=1",115467298,1.145,1.147,0.795,1.317,1.114,1.408,1.782,2.606,1.34,1.014,1.238,1.173,1.015,0.835,0.931,0.994,1.024,1.047
"Q654W0","tr|Q654W0|Q654W0_ORYSJ","G-box binding protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0246000 PE=2 SV=1",115467362,1.056,0.926,0.971,1.047,1.026,1.003,0.954,1.137,0.91,0.785,1.04,0.932,0.999,0.897,1.069,1.053,0.983,0.917
"Q654U5","tr|Q654U5|Q654U5_ORYSJ","Os06g0247800 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0247800 PE=2 SV=1",115467372,1.109,1.03,1.009,1.01,1.005,1.089,1.079,1.189,1.117,1.068,1.065,0.971,0.987,0.938,1.13,1.051,0.971,1.109
"Q652U5","tr|Q652U5|Q652U5_ORYSJ","Os06g0254600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0254600 PE=4 SV=1",115467408,1,0.871,1.044,0.993,0.932,0.941,0.958,0.915,0.837,1.008,1.142,1.023,1.062,0.778,1.074,1.047,0.838,0.825
"Q652U4","tr|Q652U4|Q652U4_ORYSJ","Os06g0254700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0254700 PE=2 SV=1",115467410,1.111,1.127,0.965,1.135,0.973,0.981,0.76,1.19,0.845,1.094,0.91,0.896,0.874,0.997,1.257,1.24,1.149,1.003
"Q5Z6P9","tr|Q5Z6P9|Q5Z6P9_ORYSJ","Os06g0264300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0264300 PE=2 SV=1",115467470,1.036,0.991,1.049,1.097,0.876,0.925,1.055,1.061,1.068,1.074,1.067,1.039,0.918,1.009,1.054,1.091,0.947,0.953
"Q5Z6P4","tr|Q5Z6P4|Q5Z6P4_ORYSJ","Os06g0264800 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0264800 PE=2 SV=1",115467478,0.828,0.88,1.07,1.026,1.034,0.786,0.922,0.9,0.89,0.749,1.04,0.942,1.121,0.881,1.053,0.819,1.007,0.755
"Q9FRX7","tr|Q9FRX7|Q9FRX7_ORYSJ","Aldehyde dehydrogenase ALDH2b OS=Oryza sativa subsp. japonica OX=39947 GN=Aldh2b PE=2 SV=1",115467518,1.012,1.012,1.085,1.037,1.085,1.105,1.052,1.014,1.075,1.056,1.157,1.184,1.194,1.027,1.043,1.039,1.055,1.053
"Q5Z9Z3","sp|Q5Z9Z3|OCLOT_ORYSJ","Thioredoxin-like protein Clot OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0320000 PE=2 SV=1",115467820,0.921,0.8,0.892,0.74,0.745,0.718,0.92,0.982,0.891,0.668,0.804,0.841,0.739,0.845,0.73,0.808,0.712,0.944
"Q5ZA98","tr|Q5ZA98|Q5ZA98_ORYSJ","Chlorophyll a-b binding protein, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0320500 PE=2 SV=1",115467828,0.701,0.721,0.958,1.279,0.999,0.472,0.718,0.796,1.048,0.826,1.174,0.969,1.255,0.913,0.764,1.072,0.795,0.708
"Q69WH2","tr|Q69WH2|Q69WH2_ORYSJ","Os06g0332800 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0332800 PE=2 SV=1",115467898,1.07,1.018,0.943,0.996,0.972,1.067,0.975,0.906,1.077,1.053,0.915,0.916,0.99,1.115,0.757,1.11,0.926,0.944
"Q7Y1V2","tr|Q7Y1V2|Q7Y1V2_ORYSJ","Eukaryotic translation initiation factor 1A OS=Oryza sativa subsp. japonica OX=39947 GN=eif-1a-OF2 PE=2 SV=1",115467944,1.102,0.869,1.122,1.15,1.005,0.847,1.116,1.532,1.151,1.005,1.145,1.101,1.022,1.108,1.385,1.62,0.956,0.952
"Q69XZ5","tr|Q69XZ5|Q69XZ5_ORYSJ","Os06g0472400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0472400 PE=4 SV=1",115468048,0.978,0.806,1.072,1.07,0.903,0.897,1.202,1.233,1.033,1.072,0.948,0.972,0.965,1.046,1.009,1.123,0.799,0.889
"Q0DC10","tr|Q0DC10|Q0DC10_ORYSJ","Os06g0498400 protein (Fragment) OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0498400 PE=4 SV=1",115468200,0.991,1.011,1.089,0.963,1.098,1.044,0.992,1.01,0.978,0.919,1.144,1.15,1.098,1.045,1.027,0.895,1,1.024
"Q5Z6U5","tr|Q5Z6U5|Q5Z6U5_ORYSJ","T-complex protein 1 subunit gamma OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0538000 PE=2 SV=1",115468394,1.061,1.002,1.02,1.049,1.046,0.997,1.156,1.152,1.111,1.11,1.018,1.089,1.013,1.116,1.004,1.05,1.002,1.001
"P40393","sp|P40393|RIC2_ORYSJ","Ras-related protein RIC2 OS=Oryza sativa subsp. japonica OX=39947 GN=RIC2 PE=2 SV=2",115468476,0.914,1.203,0.988,1.029,0.998,1.052,0.96,0.893,1.164,1.433,0.982,0.86,1.094,1.19,1.183,0.94,1.01,1.253
"Q7Y0Y8","sp|Q7Y0Y8|HDAC1_ORYSJ","Histone deacetylase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=HDAC1 PE=1 SV=1",115468688,1.016,0.926,1.009,1.016,0.861,0.879,1.099,1.064,1.048,0.898,0.959,0.904,0.919,0.922,1.071,1.047,0.965,0.863
"Q69XE4","tr|Q69XE4|Q69XE4_ORYSJ","Os06g0591600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0591600 PE=2 SV=1",115468746,0.97,0.991,0.942,0.914,1.046,0.975,0.988,0.829,0.882,0.834,0.94,0.929,1.017,0.83,0.964,0.973,1,0.985
"Q0DB62","tr|Q0DB62|Q0DB62_ORYSJ","Os06g0598900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0598900 PE=4 SV=1",115468796,1.019,1.035,0.995,1.036,1.081,1.011,1.145,1.145,1.102,1.165,0.967,0.949,1,0.976,1.013,1.116,1.061,1.028
"Q69XJ9","tr|Q69XJ9|Q69XJ9_ORYSJ","Os06g0602600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0602600 PE=2 SV=1",115468818,1,1.034,1.068,1.004,1.069,0.963,1.062,1.046,1.044,1.122,1.081,0.989,1.054,1.06,1.035,1.054,1.028,1.041
"Q69XJ4","sp|Q69XJ4|HMOX1_ORYSJ","Heme oxygenase 1, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=HO1 PE=2 SV=1",115468824,1.036,0.969,1.022,1.058,0.991,0.965,1.055,1.097,1.127,1.15,0.977,1.024,0.864,1.002,0.933,1.065,0.944,0.948
"P93844","sp|P93844|PLDA2_ORYSJ","Phospholipase D alpha 2 OS=Oryza sativa subsp. japonica OX=39947 GN=PLD2 PE=2 SV=2",115468836,1.024,1.054,1.089,1.067,1.108,1.168,0.883,0.845,1.002,1.016,1.055,1.14,1.039,0.976,1.175,1.083,1.08,1.047
"Q69V57","tr|Q69V57|Q69V57_ORYSJ","Fructose-bisphosphate aldolase OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0608700 PE=2 SV=1",115468886,1.023,0.996,0.99,0.961,0.998,1.026,1.024,0.982,1.046,0.872,0.985,1.183,0.99,0.98,0.808,0.993,0.774,0.937
"Q69T18","tr|Q69T18|Q69T18_ORYSJ","Os06g0614300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0614300 PE=4 SV=1",115468956,0.952,0.994,0.992,0.934,1.028,0.969,0.893,0.88,1.018,0.961,1.008,1.05,0.957,1.031,0.904,0.905,0.982,1.028
"Q69U05","tr|Q69U05|Q69U05_ORYSJ","Os06g0623300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0623300 PE=2 SV=1",115469010,1.016,1.054,1,0.981,0.994,1.081,1.088,1.026,1.12,1.09,1.043,1.02,0.985,1.004,0.992,1.056,0.957,1.031
"Q67WD3","tr|Q67WD3|Q67WD3_ORYSJ","Os06g0639500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0639500 PE=4 SV=1",115469122,0.903,0.996,1.048,0.984,1.066,1.121,0.831,0.866,0.946,0.99,0.966,1.023,1.053,1.03,0.974,0.924,1.016,1.056
"Q84VG1","sp|Q84VG1|CHMP1_ORYSJ","ESCRT-related protein CHMP1 OS=Oryza sativa subsp. japonica OX=39947 GN=CHMP1 PE=2 SV=1",115469156,1.072,0.936,1.06,1.082,0.971,0.905,1.076,1.161,0.999,1.071,1.034,1.002,0.962,0.926,1.119,0.998,1.025,1.063
"Q67WN6","tr|Q67WN6|Q67WN6_ORYSJ","Os06g0644100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0644100 PE=2 SV=1",115469168,0.954,0.894,0.944,1.043,0.961,0.893,1.031,0.946,0.988,1.003,0.959,0.977,0.943,0.907,1.105,1.033,0.946,0.868
"Q67WR2","sp|Q67WR2|FCL1_ORYSJ","Probable GDP-L-fucose synthase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0652400 PE=2 SV=1",115469272,1.03,1.065,1.085,1.048,1.026,1.044,1.109,1.164,1.12,1.195,0.916,0.998,1.028,1.134,1.013,1.106,1.088,1.013
"Q651U1","sp|Q651U1|CRYD_ORYSJ","Cryptochrome DASH, chloroplastic/mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=CRYD PE=2 SV=1",115469358,1.011,0.968,1.144,1.06,1.107,1.152,1.086,1.092,1.119,1.183,1.024,1.037,1.061,1.005,1.052,1.011,0.979,1.02
"Q651T8","tr|Q651T8|Q651T8_ORYSJ","Os06g0662000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0662000 PE=3 SV=1",115469362,0.998,1.043,1.006,0.978,1.007,1.063,1.162,1.077,1.156,1.151,1.05,1.009,1.039,1.026,1.061,0.928,1.067,1.045
"Q653Z1","tr|Q653Z1|Q653Z1_ORYSJ","Peptidylprolyl isomerase OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0663800 PE=2 SV=1",115469390,0.878,0.891,0.962,0.928,0.895,0.18,1.237,1.138,1.11,0.231,1.043,0.982,0.247,0.929,0.93,0.842,0.881,0.894
"Q655Y3","tr|Q655Y3|Q655Y3_ORYSJ","Dreg-2 like protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0665100 PE=2 SV=1",115469408,0.963,0.98,1.024,1.046,1.105,1.011,0.936,0.97,1.048,1.175,0.985,0.966,0.981,1.036,1.086,1.027,1.031,0.942
"Q653V9","tr|Q653V9|Q653V9_ORYSJ","Os06g0683200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0683200 PE=2 SV=1",115469576,0.983,1.01,0.978,1.002,1.019,0.959,0.908,0.912,0.97,1.056,0.951,0.914,0.985,1.085,0.87,0.965,0.966,1.072
"Q655G1","tr|Q655G1|Q655G1_ORYSJ","Os06g0684000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0009H10.17-1 PE=4 SV=1",115469590,1,0.996,1.059,1.003,1.025,0.986,1.001,0.975,0.962,1.04,1.001,1.088,1.005,0.93,1.086,0.984,0.971,1.025
"Q5Z8V9","sp|Q5Z8V9|HEM2_ORYSJ","Delta-aminolevulinic acid dehydratase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=HEMB PE=2 SV=1",115469822,1.091,1.072,1.006,1.025,1.051,0.956,0.948,0.966,1.023,0.958,0.932,1.1,1.068,1.286,0.941,1.138,0.97,1.024
